date,symbol,name,Close,market_regime,fund_ml_85_15,fundamental_rank,fundamental_score,final_score,technical_score,stable_ensemble_score,rs20_rank_pct,rs60_rank_pct,ret5,ret20,ret60,rsi14,volume_ratio,ma20_deviation
2026-08-11,6177.TW,達麗,48.25,neutral,0.935546875,43.0,87.89986336679576,68.58823766458357,62.15102909717951,0.7283487334572273,0.17979610750695088,0.33116883116883117,0.020084583049952975,0.048913043478260976,0.06277529467695153,49.425296428129826,0.936455021805814,0.009889597219305823
2026-08-11,6491.TW,晶碩,378.0,neutral,0.910546875,52.0,86.74813401220891,78.82593769467023,76.185205588824,0.6341544411576591,0.15940685820203893,0.08441558441558442,0.0622415748712708,0.05734265734265742,0.2901023890784984,71.7451750570207,0.6266130737928254,0.09693361134329748
2026-08-11,3017.TW,奇鋐,2760.0,neutral,0.906640625,69.0,82.5145908535667,76.8942261197572,75.02077120848737,0.7044480009917835,0.010194624652455977,0.18181818181818182,0.06153846153846154,0.3018867924528301,0.14522821576763478,65.61514195583597,0.7381312222799858,0.13990707279297876
2026-08-11,1590.TW,亞德客-KY,1560.0,neutral,0.9015625,23.0,92.8369943680382,82.59826551096242,79.18535589193716,0.44683028717535994,0.021316033364226137,0.3033395176252319,0.09473684210526323,0.2344292347004715,0.07586206896551717,66.9585532501104,0.7293809730442434,0.10834727467007554
2026-08-11,2383.TW,台光電,5535.0,neutral,0.8722656249999999,54.0,86.0587773245522,79.84621733682437,77.77536400758176,0.5033348658649405,0.07599629286376275,0.11873840445269017,0.0768482490272373,0.1136820925553319,0.2178217821782178,57.56457564575646,1.220902129143232,0.1309189354855187
2026-08-11,2454.TW,聯發科,4020.0,neutral,0.867578125,94.0,78.23114789730103,71.24359021591864,68.91440432212453,0.6537598382373908,0.0871177015755329,0.1456400742115028,0.040103492884864256,0.09836065573770503,0.1823529411764706,54.45026178010472,0.8655146219881048,0.08935708962807398
2026-08-11,6782.TW,視陽,212.0,neutral,0.8671875,18.0,94.77818654579036,73.88523773242616,66.92092146130476,0.2729541167223767,0.0732159406858202,0.23376623376623376,0.11578947368421044,0.11621689020518233,0.11286089238845154,69.10569105691056,0.6536704229398363,0.10761454707122975
2026-08-11,2408.TW,南亞科,489.0,neutral,0.859375,2.0,100.0,91.36430160805311,88.48573547740415,0.13937072570375014,0.09731232622798888,0.01948051948051948,0.12155963302752304,0.0915178571428572,0.6032786885245902,55.74636723910172,1.3275385582705868,0.16027998576343583
2026-08-11,3034.TW,聯詠,538.0,neutral,0.8589843749999999,115.0,75.54535048945058,79.99498562160834,81.47819733232758,0.855197787851775,0.051899907321594066,0.20222634508348794,0.026717557251908497,0.14957264957264949,0.13144058885383814,62.84722222222222,0.5479987009803583,0.06171986777838079
2026-08-11,2344.TW,華邦電,178.0,neutral,0.857421875,11.0,96.98400611250784,80.5810846742056,75.11344419477152,0.213176683976112,0.11214087117701575,0.055658627087198514,0.13375796178343946,0.0820668693009119,0.3639846743295019,52.4822695035461,1.5199937203986211,0.1323155216284988
2026-08-11,5515.TW,建國,43.650001525878906,neutral,0.8546875,103.0,76.63848749386133,75.60529336139058,75.26089531723366,0.7276577927629371,0.1519925857275255,0.2606679035250464,0.0331361307900333,0.062043872175894244,0.09673372770402855,61.29032258064516,0.5710837451212549,0.019919413468162617
2026-08-11,3653.TW,健策,4065.0,neutral,0.8507812499999999,39.0,88.8947474261209,90.32037533146865,90.79558463325124,0.2891565397039533,0.009267840593141797,0.10575139146567718,-0.0193003618817853,0.33232552828546336,0.24311926605504586,60.5607476635514,0.663644238311394,0.11046555347156373
2026-08-11,3665.TW,貿聯-KY,2200.0,neutral,0.8503906250000001,95.0,78.1830301662937,73.752624825572,72.27582304533144,0.6014724729647928,0.017608897126969416,0.28014842300556586,-0.04347826086956519,0.2501313607657387,0.08641975308641969,53.18352059925094,0.9650742159659219,0.04191333175467671
2026-08-11,2395.TW,研華,661.0,neutral,0.848046875,49.0,87.43653384699755,88.10807551888064,88.33192274284168,0.35968774860096614,0.013901760889712697,0.03432282003710575,0.14756944444444442,0.2764006190466817,0.444808743169399,65.85365853658536,0.8608828874696596,0.14205548250535038
2026-08-11,4763.TW,材料*-KY,51.59999847412109,neutral,0.846875,82.0,80.5798896395777,82.76069001308242,83.48762347091734,0.5042520997100832,0.06487488415199258,0.10853432282003711,0.06501543161153345,0.12786881910647185,0.2403846242018708,55.416665209663755,1.564567561795905,0.05575444448329603
2026-08-11,6206.TW,飛捷,143.0,neutral,0.84453125,29.0,90.34179168403904,80.09708904881708,76.68218817040977,0.24679876063684697,0.03151065801668211,0.2569573283858998,0.021428571428571352,0.20352713990141535,0.10000000000000009,59.42857142857142,1.9222209771003969,0.1017917721091135
2026-08-11,1618.TW,合機,40.79999923706055,neutral,0.8394531249999999,79.0,81.36310017392262,72.2937811953069,69.27067486910167,0.4326340244395361,0.12696941612604262,0.3172541743970315,0.05019307180252275,0.07651708692416448,0.06666664672053724,60.0000179515408,1.2317392496480848,0.06229250956835242
2026-08-11,6166.TW,凌華,136.0,neutral,0.8328125,105.0,76.55639090357866,67.3675619447709,64.30461895850165,0.6084668501099694,0.24467099165894346,0.13543599257884972,0.07509881422924902,0.026415094339622636,0.19823788546255505,46.37096774193548,0.5411468009008882,0.00036778227289446797
2026-08-11,6691.TW,洋基工程,728.0,neutral,0.825,137.0,72.9382876924978,69.09178891316706,67.80962265339015,0.9634220204729834,0.22335495829471733,0.15862708719851576,0.07216494845360821,0.03262411347517724,0.1685393258426966,50.38167938931298,0.506582505740618,0.0417113829863347
2026-08-11,3416.TW,融程電,186.0,neutral,0.819140625,87.0,79.62654194597235,64.53974518176427,59.51081292702825,0.4122387009765188,0.2548656163113994,0.24860853432282004,0.04494382022471921,0.024793388429751984,0.10385756676557856,54.2483660130719,1.1156172720154724,0.05892399658411618
2026-08-11,2421.TW,建準,151.5,neutral,0.809765625,78.0,81.54483186948244,72.86141224726117,69.96693903985408,0.28846198326006306,0.061167747914735865,0.300556586270872,0.11808118081180807,0.1348314606741574,0.07829181494661919,66.11570247933884,0.8670594210023207,0.12056213017751483
2026-08-11,1808.TW,潤隆,32.45000076293945,neutral,0.80078125,148.0,72.1127428848662,70.66348637618587,70.18040087329243,0.7616087722962757,0.1603336422613531,0.23840445269016697,0.0,0.05700325591237676,0.10940173548510956,53.84615836059379,1.4043321361894423,0.00635759907378497
2026-08-11,3617.TW,碩天,229.0,neutral,0.7964843749999999,122.0,74.61371274804436,70.17862824184527,68.70026673977891,0.5428777182306651,0.14921223354958293,0.137291280148423,0.03619909502262453,0.06322906076760959,0.19582245430809397,64.74820143884892,0.6416843649687105,0.06928300818437605
2026-08-11,4736.TW,泰博,131.5,neutral,0.784765625,135.0,73.12470502530472,69.72755609979464,68.59517312462462,0.5817857218143335,0.21037998146431883,0.3014842300556586,0.02734375,0.03543307086614167,0.07786885245901631,53.846153846153854,1.4848000715595693,0.016228748068006116
2026-08-11,3008.TW,大立光,4355.0,neutral,0.783984375,99.0,76.94531754874203,68.62793723132327,65.85547712551701,0.3701804183264339,0.28544949026876737,0.06957328385899815,0.0,0.021101992966002348,0.3237082066869301,57.836644591611474,0.7025918230718784,0.056077599272506884
2026-08-11,2535.TW,達欣工,88.5,neutral,0.776171875,195.0,66.50740970485359,62.915906082271825,61.7187382080779,0.8917619058445642,0.35588507877664505,0.12708719851576994,0.002264971022990281,0.009122041956625804,0.21067033990884187,50.56817344397116,1.036957724812763,0.0031738739299818075
